time	cp
10628	9.65094
10630	9.65087
10632	9.65001
10634	9.65043
10636	9.65141
10638	9.65056
10640	9.64999
10642	9.65005
10644	9.65021
10646	9.65114
10648	9.6505
10650	9.64943
10652	9.65068
10654	9.65113
10656	9.65051
10658	9.65049
10660	9.65043
10662	9.65077
10664	9.65134
10666	9.65193
10668	9.65132
10670	9.65165
10672	9.65198
10674	9.65053
10676	9.6498
10678	9.64946
10680	9.65011
10682	9.64996
10684	9.6502
10686	9.65115
10688	9.65182
10690	9.65215
10692	9.65126
10694	9.6515
10696	9.65101
10698	9.65107
10700	9.65157
10702	9.65137
10704	9.65105
10706	9.65046
10708	9.64952
10710	9.65067
10712	9.65129
10714	9.65083
10716	9.6502
10718	9.65034
10720	9.65039
10722	9.65067
10724	9.65041
10726	9.65106
10728	9.65209
10730	9.65147
10732	9.65195
10734	9.65242
10736	9.65185
10738	9.65278
10740	9.65229
10742	9.65239
10744	9.65218
10746	9.65181
10748	9.65198
10750	9.65148
10752	9.65082
10754	9.65016
10756	9.65069
10758	9.65122
10760	9.65117
10762	9.65127
10764	9.65105
10766	9.65115
10768	9.65121
10770	9.65123
10772	9.65079
10774	9.65061
10776	9.65152
10778	9.65215
10780	9.65137
10782	9.65061
10784	9.65089
10786	9.65177
10788	9.65149
10790	9.65088
10792	9.65152
10794	9.65179
10796	9.65124
10798	9.65158
10800	9.65172
10802	9.65093
10804	9.65144
